producer_id,producer_name,number_of_songs
1114,Kristin Mcpherson,1
1115,Beth Wagner,1
1116,Michael Medina,4
1117,Timothy Foster,2
1118,Robin Simmons,1
1119,James Davenport,1
1120,Nicholas Parker,2
1121,Tammy Turner PhD,1
1122,Alec King,2
1123,Julie Lynn,1
1124,Dr. David Mcdonald,1
1125,Brandi Brown,1
1126,Christina Hansen,1
1127,Mr. John Watson,1
1128,Amanda Morales,2
1129,Jonathan Fisher,1
1130,Kevin Hunter,1
1131,Misty Bell,1
1132,Tonya King,1
1133,Michael Mitchell,2
1134,Thomas Lopez,2
1135,Matthew Holmes,1
1136,Eric Fitzpatrick,1
1137,Jeffrey Cooper,1
1138,Jack Hayes,1
1139,Sabrina West,2
1140,Paul Grant,2
1141,Wendy Spencer,1
1142,Timothy Garcia,8
1143,Debbie Archer,1
1144,Bobby Johnson,3
1145,Colton Huff,1
1146,Justin Smith,7
1147,Michael Owens,6
1148,Timothy Nguyen,2
1149,Jacqueline Jones,5
1150,Nathaniel Hicks,1
1151,Joseph Joyce,1
1152,Veronica Brown,2
1153,Katie Soto,1
1154,Terry Peterson,2
1155,Sara Baker,2
1156,Kristina Rose,1
1157,Mark Roberts,2
1158,Joseph Rogers,1
1159,Haley Greene,1
1160,Laura Allison,2
1161,Jimmy Green,1
1162,Matthew Drake,1
1163,Christy Gonzalez,1
1164,Karla Garcia,1
1165,Susan Schultz,1
1166,Jessica Turner,2
1167,Michelle Nelson,5
1168,David Houston,1
1169,Michelle Ryan,1
1170,Miranda Anderson,1
1171,Connor Ponce,1
1172,Nicholas Giles,2
1173,Sean Dunn,1
1174,Mrs. Shannon Riley DDS,1
1175,Kathleen Ramirez,1
1176,George Fleming,1
1177,Dana Taylor,1
1178,Amy Jones,6
1179,Corey Stone,1
1180,Kristy Nguyen,1
1181,Matthew Reynolds,1
1182,Gavin Smith,1
1183,Adam Garcia,2
1184,Paul Smith,4
1185,Susan Lee,3
1186,Noah Quinn,1
1187,Gerald Glover,1
1188,John Allen,4
1189,Jessica Norton,1
1190,Melinda Sloan,1
1191,Connie Richardson,1
1192,Vicki James,1
1193,Jessica Adams,6
1194,Christopher Lawson,3
1195,Thomas Martinez DVM,1
1196,Caitlin Hammond,1
1197,Elizabeth Frey,1
1198,Patricia Hanson,1
1199,Crystal Hunter,1
1200,Jeffrey Mckinney,1
1201,Tamara Adams,2
1202,Anthony Crawford,1
1203,Rachel Levy,1
1204,Claudia Gibbs,1
1205,Alice Williams,2
1206,Barbara Johnson,4
1207,Marcus Aguirre,1
1208,Rebecca Zavala,1
1209,Kristin Galloway MD,1
1210,David Fields,1
1211,George Summers,1
1212,Anthony Roberts,2
1213,Aaron Keith,1
1214,Melinda Esparza PhD,1
1215,Brett Cole,1
1216,Maurice Houston,1
1217,James Marshall,1
1218,Dawn Arnold,2
1219,Patricia Wilson,2
1220,Robert Bond,1
1221,Gregory Vega,1
1222,Dr. Christopher Sosa,1
1223,Lynn Hamilton,1
1224,Rachel Robertson,1
1225,Kevin Fisher,2
1226,Lauren Ross,2
1227,Christopher Shaffer,2
1228,Shelia Hernandez,1
1229,Stacy Adams,1
1230,Taylor Wells,1
1231,Anthony Mays,1
1232,Albert Murillo,1
1233,Jennifer Martin,5
1234,Kelly Jensen,1
1235,Angela Reed,2
1236,Darryl Carlson DVM,1
1237,Elaine Robbins,1
1238,Leslie Smith,5
1239,Joshua Garcia,1
1240,Lori Jefferson,1
1241,Joseph Nelson,3
1242,Kaitlyn Stone,1
1243,Joseph Washington,1
1244,Maria Carr,1
1245,Deanna Morgan,2
1246,Robert Gibson,1
1247,Michael Taylor,11
1248,Bruce Gonzalez,1
1249,Charles Smith,6
1250,Jamie Bishop,1
1251,Deborah Lewis,3
1252,Kimberly Ramos,1
1253,Christopher Ford,2
1254,Curtis Reyes,1
1255,Anthony Fisher,1
1256,Kenneth Spence,1
1257,Kimberly Escobar,2
1258,Lisa Jenkins,3
1259,Mark May,1
1260,Cody Phillips,2
1261,Tiffany Clark,2
1262,Matthew Watkins,2
1263,Tony Salinas,1
1264,Diane Flores,2
1265,Michael Barrera,1
1266,Jeanette Manning,1
1267,Kevin Gomez,1
1268,Candace Nash DVM,1
1269,Kim Melendez,1
1270,Lisa Davis,4
1271,Robert Reed,1
1272,Mr. Adam Anderson,1
1273,Betty Sutton,1
1274,Joshua Mitchell,2
1275,Isaiah Mayo,1
1276,Linda Odonnell,1
1277,Heather Douglas,1
1278,Claudia Smith,2
1279,Larry Carroll,1
1280,Micheal Parks,1
1281,Denise Martinez,2
1282,Maria Ballard,2
1283,Mr. Paul Marquez,1
1284,Elizabeth Moss,1
1285,Scott Stevens,1
1286,Hunter Griffin,1
1287,Anne Jackson,1
1288,Ryan Orr,1
1289,Carrie Conley,1
1290,Jose Hooper,1
1291,Haley Richardson,1
1292,Robert Mccarthy MD,1
1293,Emily Holt,1
1294,Matthew Olsen,1
1295,Corey Parker,1
1296,Amy Hall,3
1297,Elizabeth Randolph,1
1298,Hailey May,1
1299,Laura Frank,1
1300,Maurice Coleman DDS,1
1301,Lisa Adams,2
1302,Richard Clark,2
1303,Michael Gonzales,1
1304,Tracey Kent,1
1305,Kayla Ruiz,1
1306,Jason Walker,2
1307,Kimberly Gutierrez,1
1308,Ashley Brooks,1
1309,Anna Garza,1
1310,Samantha Robertson,1
1311,Bradley Warner,1
1312,Amanda Glenn,1
1313,Derek Rodriguez,3
1314,Jamie Rodriguez,3
1315,Sherry Bishop,1
1316,Bailey Johnson,1
1317,Paul Cooke,1
1318,Christopher Hartman,2
1319,Kathy Garcia,2
1320,Eric Ramirez,1
1321,Jennifer Aguilar,1
1322,John Hicks,1
1323,Mrs. Emily Stone,1
1324,Robert Hinton,2
1325,Virginia Fox,1
1326,Andrew Copeland,2
1327,Terry Choi,1
1328,Anthony Lawrence,1
1329,Vickie Fischer,1
1330,Joseph Martin,5
1331,Justin Murphy,1
1332,Dustin Lewis,2
1333,Nicholas Johnson,5
1334,Tanya Tapia,1
1335,Thomas Maxwell,2
1336,Gregory Gutierrez,1
1337,Kevin Hicks,1
1338,Steve Fitzpatrick,1
1339,Samuel Sims,1
1340,Robert Williams MD,1
1341,Shelby York,1
1342,Christine Roberson,1
1343,David Zamora,2
1344,Mark Cortez,1
1345,Nicholas Howard,1
1346,Frank Freeman,1
1347,Christopher Hill,3
1348,Michael Mclaughlin,4
1349,Tony Cooper,2
1350,Jessica Chen,1
1351,Lauren Smith,3
1352,Cynthia Miller,4
1353,Yvonne Day,1
1354,Curtis Hatfield,1
1355,Sarah Williams,5
1356,Connor Byrd,1
1357,Jacob Cantrell,1
1358,Joshua Robinson,5
1359,Stacy Smith,4
1360,Daniel Ross,2
1361,Andre Jones,1
1362,Diana Waters,1
1363,John Carter,3
1364,George Rogers,1
1365,Samantha Prince,1
1366,Robin Miller,1
1367,Rebecca Flores,2
1368,Mr. Colin Acosta III,1
1369,Emily Davis,1
1370,Amanda Ewing,1
1371,Lisa Garcia,4
1372,Jennifer Roberts,2
1373,Cody Clark,1
1374,Brenda Carroll,1
1375,Michael Padilla,3
1376,Bryan Torres,1
1377,Rachel James,2
1378,Sarah Armstrong,1
1379,Laura Warner,2
1380,Rebecca Morgan,2
1381,Joel Terry,1
1382,Jacqueline Bullock,1
1383,David Stewart,5
1384,Mr. William Wong,1
1385,Antonio Moore,1
1386,James Thompson,3
1387,Teresa Gomez,1
1388,John Michael,1
1389,Courtney Watson,3
1390,Gabriel Gilbert,1
1391,Trevor Johnson,2
1392,Melissa Hood,1
1393,Christine Frazier,1
1394,Veronica Castaneda,1
1395,Jennifer Hall,8
1396,Monique Flores,1
1397,Mark Alvarado,1
1398,Jennifer Griffith,1
1399,Lori Burke,1
1400,Raymond Turner,1
1401,Stacy Pena,1
1402,Monica Cox,1
1403,Jennifer Berry,1
1404,Matthew Allen,3
1405,Jeffrey Snyder,1
1406,John Compton,1
1407,Patrick Webster,1
1408,Gerald Johnson,1
1409,William Graves,1
1410,Chad Villegas,1
1411,Nicole Turner,1
1412,Jasmine White,1
1413,Elizabeth Walker,4
1414,Marcus Banks,1
1415,Jackson Smith,1
1416,Robert Lewis,5
1417,Maria Christensen,1
1418,Jerome Henry,1
1419,George Bowen,1
1420,Rose Cooper,1
1421,Lisa Carter,3
1422,Breanna Allen,1
1423,Patrick Collins,1
1424,Vanessa Williams,1
1425,Gina Wilcox,1
1426,Daniel Bond,1
1427,Andrew Powers,1
1428,Stacy James,1
1429,William Stephens,3
1430,Kathleen Collins,2
1431,Joseph Hamilton,1
1432,Kevin Martinez,4
1433,Michelle Torres,2
1434,Paul Johnson,5
1435,Billy Reid,1
1436,Jason Gonzalez,2
1437,Dr. Mark Garner,1
1438,Barry Romero,1
1439,Maria Steele,1
1440,Kelly Kramer,1
1441,Tiffany Snyder,1
1442,Christy Carson,1
1443,Stephen Francis,1
1444,Lawrence Lin,1
1445,Alexander Gilbert,1
1446,Carrie Gillespie,1
1447,Jeffrey Alvarado,2
1448,Xavier Lopez,1
1449,Chelsea Jones,3
1450,Greg Padilla,1
1451,Keith Jones,3
1452,Aaron Williams,2
1453,Marc Bowman,1
1454,Melissa Strickland,1
1455,Erin Boone,1
1456,Sabrina Dixon,1
1457,Ronald Bradley,2
1458,Morgan Ayala,1
1459,Shelby Mason,1
1460,Sheila Marquez,1
1461,Samuel Fischer,1
1462,Christopher Bonilla,1
1463,Brandon Hoover,1
1464,Shane Kirby,1
1465,Pamela Anderson,2
1466,Mary Pacheco,1
1467,Lori Sweeney,1
1468,James Singh,2
1469,Tina Haley PhD,1
1470,Louis Saunders,1
1471,Dylan Snyder,1
1472,Sarah Moore,4
1473,David Hicks,1
1474,Adam Grant,1
1475,Andrew Santos,1
1476,Natalie Acosta,1
1477,Jennifer Doyle,1
1478,Kari Jennings,1
1479,Donna Franco,1
1480,Michael Chen,1
1481,Lori Rice,1
1482,Nicole Church,1
1483,Michael Cooper,1
1484,Bobby Palmer,2
1485,Jordan Morgan,1
1486,Cheryl Mccullough,1
1487,Carly Daniels,1
1488,Shannon Ballard,1
1489,Kathy Bowen,1
1490,Luke Moses,1
1491,Jonathan Rowland,1
1492,Stephanie Petty,1
1493,Hannah Hamilton,1
1494,Jennifer Waller,1
1495,Robin Hooper,1
1496,Katelyn Rodriguez,3
1497,Robin Martinez,2
1498,Jamie Miranda,1
1499,Heather Richards,4
1500,Brian Ayala,1
1501,Jillian Perry,1
1502,Katherine Daniels,1
1503,Felicia Brown,2
1504,David Foster,4
1505,Leslie Myers,1
1506,Suzanne Gilbert,1
1507,Anthony Snyder,1
1508,Hector Scott,1
1509,Patricia Robinson,1
1510,Melanie Bryant,1
1511,Bernard Anderson,1
1512,Judith Reyes,1
1513,Theresa Holden,1
1514,Brandon Hatfield,1
1515,Anna Malone,1
1516,Kristin Waters,1
1517,John Moore,4
1518,Jonathan Brown,4
1519,Natalie Wheeler,1
1520,Jeffrey Webb,2
1521,Charles Gonzalez,4
1522,Christopher Woodard,1
1523,Jeffrey Randall,1
1524,Juan Greene,1
1525,Nancy Ellison,1
1526,Jessica Alexander,1
1527,Joseph Blackburn,1
1528,Joseph Matthews,2
1529,Isabella Harrington,1
1530,Ryan Knight,1
1531,Karen Cox,1
1532,Autumn Ochoa,1
1533,Lisa Frazier,2
1534,Gabrielle Ford,1
1535,Megan Everett,1
1536,Gary Mitchell,2
1537,Zachary Gonzales,1
1538,Mr. Eric Leblanc,1
1539,Denise Campbell,2
1540,Jeffrey Townsend,1
1541,Penny Greer,1
1542,Stephanie Barber,1
1543,Jeffrey Williams,5
1544,Chloe Hawkins,1
1545,Veronica Gordon,1
1546,Kevin Hayes,3
1547,Kevin Maldonado,2
1548,Whitney Huber,1
1549,James Adams,1
1550,Joanne Bautista,1
1551,Anna Rodriguez,1
1552,Kyle Wood,2
1553,Matthew Brown,5
1554,Joshua Dunn,1
1555,John Edwards,2
1556,Matthew Aguirre,1
1557,Ryan Johnson,7
1558,Bethany Newton,1
1559,Jasmine Baker,2
1560,Paul Martin,2
1561,Sally Carlson,1
1562,Joshua Moore,5
1563,Cory Frazier,1
1564,Jill Davis,2
1565,Clayton Bailey,1
1566,Daniel Duffy,1
1567,Gabrielle Hall,2
1568,Jennifer James,1
1569,Jessica Norman,1
1570,Kristine Hale,1
1571,Matthew Blackburn,2
1572,Sandra Haynes,1
1573,Andrew Rivera,2
1574,Joseph Macias,1
1575,Matthew Keller,1
1576,Jonathan Esparza,1
1577,Nathan Gomez,1
1578,Timothy Hughes,1
1579,Miss Jessica Collins,1
1580,Joshua Vazquez,1
1581,Jillian Gonzalez,1
1582,Kyle Martin,1
1583,Cynthia Dickerson,1
1584,Maria Fuller,1
1585,Vincent May,1
1586,Renee Gates,1
1587,Nicholas Irwin,1
1588,Mark Cobb,2
1589,Thomas Nunez,1
1590,Ms. Kristin Trevino,1
1591,Martin Zavala,1
1592,Miranda Stein,1
1593,Erica Garcia,2
1594,Todd Grant,1
1595,Cynthia Taylor,1
1596,Jeffery Taylor,1
1597,Trevor Flores,1
1598,Rebecca Ortega,3
1599,Eric Mcgrath,1
1600,Sydney Jones,1
1601,Rita Garcia,1
1602,Nicholas Wheeler,2
1603,Richard Reese,1
1604,Donna Gardner,1
1605,Philip Thomas,1
1606,Matthew Harvey,1
1607,Justin Reid,1
1608,Kimberly Valdez,1
1609,Steven Sparks,2
1610,Holly Myers,1
1611,Cristian Johnson,1
1612,Richard Baker,3
1613,Tracy Cortez,3
1614,Kyle Douglas,1
1615,Rodney Torres,1
1616,James Campbell,1
1617,Benjamin Velasquez,2
1618,Laura Wilson,3
1619,Diana Young,2
1620,Frank Larson,1
1621,Devin Smith,2
1622,Laura Love,1
1623,Ronald Huber,1
1624,Calvin Wolf,1
1625,Lisa Hill,4
1626,Bradley Sullivan,1
1627,Ashley Allen MD,1
1628,Samuel Morrison,2
1629,Amy Mays,1
1630,Matthew Martinez,3
1631,Colleen Williamson,1
1632,Jamie Palmer,1
1633,Michele Gonzalez,1
1634,Regina Murray,1
1635,Jessica Rich,1
1636,Jessica Hall,1
1637,Virginia Williams,3
1638,Gina Nash,1
1639,Dale Stone,1
1640,Susan Franklin,1
1641,Tiffany Owens,1
1642,Tammy Baxter,1
1643,Natalie Macdonald,1
1644,Joseph Vargas,1
1645,Jason Rowe,1
1646,Anna Hampton,1
1647,Matthew Thomas,4
1648,Ryan Randall,1
1649,Cheyenne Arnold,1
1650,Jacqueline Leonard,1
1651,Katie Charles,1
1652,Raven Koch,1
1653,Todd Fitzgerald,1
1654,Melinda Bowen,1
1655,Scott Mitchell,1
1656,Katelyn Jackson,1
1657,Mathew Matthews,1
1658,Melanie Martinez,2
1659,Lisa Hall,1
1660,Max Pitts,1
1661,Brittany Bates,1
1662,Teresa Watts,1
1663,Mark Ramirez,1
1664,Brett Vega,1
1665,Melissa Rogers,3
1666,Jose Whitney,1
1667,Juan Barry,1
1668,Kim Curry,1
1669,Ashley Neal,1
1670,Karen Ross,1
1671,Jose James,1
1672,James Christian,2
1673,Sandra Guzman,1
1674,Matthew Morales,1
1675,Cheryl James,1
1676,Adam Wagner,1
1677,Richard White,3
1678,Jean Farrell,1
1679,Ruth Ramos,1
1680,Catherine Wagner,1
1681,Douglas Burgess,1
1682,William Tucker,1
1683,Denise Cox,1
1684,Alexandra Leblanc,1
1685,Larry Gutierrez,1
1686,Christina Foster,1
1687,Laura Norton,1
1688,Janet Moore,2
1689,Christopher Fuentes,2
1690,Stacy Sanchez,1
1691,Maria Hunter,1
1692,Brent Obrien,1
1693,Johnny Mosley,1
1694,Krystal Smith,3
1695,Paul Ramos,1
1696,James Payne,1
1697,Jeffrey Nelson,1
1698,Bradley Young,1
1699,James Decker,1
1700,Robert Lawrence,1
1701,Susan Flores DDS,1
1702,Danielle King,1
1703,Adam Haney,1
1704,Anthony Ortiz,1
1705,Joseph Williams,7
1706,Joseph Potter,1
1707,Laura Smith,8
1708,Sherry Martin,2
1709,Steven Schaefer,1
1710,Shawn Blair,1
1711,Kevin Schmitt,2
1712,Shannon Ortega,1
1713,Danielle Quinn,1
1714,Robert Benitez,1
1715,Carla Mcdonald,1
1716,Lisa Mann,2
1717,Ellen White,1
1718,Michael Johnson,18
1719,David Delacruz,2
1720,Shawn Jimenez,1
1721,Ryan Martin,1
1722,Christopher Morales,2
1723,Angel Thompson,1
1724,Latasha Velasquez,1
1725,Patricia Mays,1
1726,Cameron Carter,1
1727,Anna Mendoza,1
1728,Lindsey Rodriguez,1
1729,Jamie Sanders,1
1730,Traci Mercer,1
1731,Jamie Jones,1
1732,Angela Armstrong,2
1733,Jamie Sims,1
1734,Jennifer Savage,1
1735,Veronica Powell,1
1736,Alexis Campbell,1
1737,Michael Koch DDS,1
1738,Andrew Mullen,1
1739,Jeffery Chang,1
1740,Devin Evans,1
1741,James Downs,1
1742,Kellie Garcia,2
1743,Leah Price,1
1744,Richard Day,2
1745,Lisa West,1
1746,Kristina Fields,1
1747,Amy Byrd,1
1748,Richard Lopez,4
1749,Kenneth Jones,7
1750,Paige Walker,2
1751,Stacie Smith,3
1752,Brian Foster,4
1753,Sandy Petty,1
1754,Cody Ruiz,1
1755,Jacqueline Richardson,1
1756,Maria Bruce,1
1757,Andre Wall,1
1758,Tara George,1
1759,Robert Anderson,3
1760,Patricia Rodriguez,1
1761,Edward Grant,1
1762,Matthew Phillips,1
1763,Pamela Smith,10
1764,Linda Jensen,1
1765,Angela Dickerson,1
1766,Mark Reeves,1
1767,Karina Carter,1
1768,Jennifer Anderson,4
1769,Carla Turner,2
1770,Rachel Patterson,1
1771,Danielle Cox,1
1772,Lee Miller,1
1773,Megan Cooper,1
1774,Kenneth Lane,2
1775,Joseph Shaw,2
1776,Sabrina Stevens,1
1777,Sharon Elliott,1
1778,Kyle Mcclure,1
1779,Michelle Diaz,2
1780,Robin Hayes,1
1781,Anna Wright,3
1782,Daniel Christensen,1
1783,Gina Ramos,1
1784,Adam Juarez,2
1785,Jennifer Ruiz,2
1786,Elizabeth Carson,1
1787,Jessica Dawson,1
1788,Danielle Leblanc,1
1789,Betty Kelley,1
1790,Antonio Rodriguez,1
1791,Joshua Harris,2
1792,Brian Gonzalez,5
1793,Victor Davenport,1
1794,Keith Moore,2
1795,Mrs. Sandra Gomez,1
1796,April Stewart,2
1797,Juan Fox,1
1798,Alexis Lewis,2
1799,Austin Carr,1
1800,Sarah Perez,4
1801,Troy Gordon,1
1802,Noah Hammond,1
1803,Carla Mcdaniel,1
1804,Melanie Lewis,1
1805,Michael Hopkins,2
1806,Lisa Richards,1
1807,Charles Marquez,1
1808,Bradley Garza,1
1809,James Massey,1
1810,Nicholas Meyers,1
1811,Tammy Cook,2
1812,Elizabeth Curry,1
1813,Luis Jones,2
1814,Kristina Martinez,1
1815,Sheri Werner,1
1816,Anthony Hale,1
1817,Robert Williams,12
1818,Jesse Harvey,3
1819,Jennifer Ramsey,3
1820,Corey Gonzalez,1
1821,Toni Tyler,1
1822,Timothy Hart,2
1823,Stacy Fields,1
1824,Matthew Gibson,1
1825,Debbie Garcia,4
1826,Carrie Rubio,1
1827,Sara Mckay,1
1828,Gary Carlson,1
1829,Virginia Ward,1
1830,Joshua Fuentes,1
1831,Albert Murray,1
1832,Heather Kim,3
1833,Christopher Griffin,3
1834,Jonathan Tucker,1
1835,James Willis,2
1836,Eric Hines,1
1837,Cynthia Wood,1
1838,Rodney Chen,1
1839,Jessica Powell,3
1840,Thomas Davis,4
1841,Erica Ford,1
1842,Mark Jensen,2
1843,Ann Deleon MD,1
1844,Mary Dyer,2
1845,Elizabeth Palmer,1
1846,Alyssa Cooper,1
1847,Lindsey Mcclure,1
1848,Antonio Patterson,1
1849,Sally Parker,1
1850,Richard Johnson,9
1851,Dean Casey,1
1852,Margaret Jackson,1
1853,Samantha Calderon,1
1854,Kathy Wilson,2
1855,Jennifer Welch,3
1856,John Bailey,5
1857,Melissa Miller,4
1858,Sarah Jackson,2
1859,Andrew Morris,2
1860,Tami Jackson,1
1861,Lisa Campbell,2
1862,Daniel Williams,7
1863,Stephanie Blevins,1
1864,Douglas Greene,2
1865,Hannah Lowe,1
1866,Yolanda Pierce,1
1867,Dr. Dawn Garcia MD,1
1868,Taylor Stewart,1
1869,Julie Jones,4
1870,Kevin Blackburn,1
1871,Amy Dodson,2
1872,Christopher Murillo,1
1873,William Cook,1
1874,Andrea Garcia,4
1875,Eric Henry,1
1876,Seth Serrano,2
1877,Christopher Sharp,1
1878,Justin Pitts,1
1879,Richard Reyes,1
1880,Christopher Mata,1
1881,Abigail Murray,1
1882,Anna Byrd,1
1883,Donna Evans,1
1884,Benjamin Gilbert,1
1885,William Glover,1
1886,Calvin Bush,1
1887,Sally Price,1
1888,Cassandra Mccall,1
1889,Michael Anderson,9
1890,Stacy Flynn,1
1891,Jesse Smith,3
1892,Rachel Shaw,1
1893,Juan Peck,1
1894,Kathy Sosa,1
1895,Christopher Mcbride,1
1896,Nicole Evans,2
1897,Lisa Ochoa,1
1898,Stacie Webb,1
1899,Troy Taylor,1
1900,Nicholas Gonzales,1
1901,Jeffrey Ware,1
1902,Sarah Cruz,2
1903,Blake Perry,1
1904,Angela Benson,1
1905,Cynthia Alvarez,1
1906,Brenda Vincent,1
1907,Steven Richardson,4
1908,Joshua Hensley,1
1909,Tina Hill,1
1910,Holly Hull,2
1911,Sean Johnson,3
1912,Jessica Rodriguez,3
1913,Emily Taylor,3
1914,Kyle Harris,3
1915,Diane Davis,1
1916,Peter Sims,1
1917,Kristen Landry,1
1918,Warren Cochran,2
1919,Joshua Cunningham,1
1920,Shannon Butler,2
1921,Teresa Mercado,1
1922,Jordan Navarro,1
1923,William Collins,3
1924,Emily Weaver,1
1925,Sarah Stewart,1
1926,Craig Kim,1
1927,Mike Jones,1
1928,Daniel Watts,1
1929,Emma Flores,1
1930,Cassandra Martinez,2
1931,Julie Thomas,1
1932,Nicole Juarez,1
1933,Nicholas Erickson,1
1934,Jamie Cook,1
1935,Timothy Crawford,1
1936,Julie Arroyo,1
1937,Shawn Lewis,1
1938,Christopher Herman,1
1939,Joshua Murray,1
1940,Christopher Miranda,1
1941,Meghan Sexton,1
1942,Jeffrey Jennings,2
1943,Steven Armstrong,1
1944,Matthew Larsen,1
1945,Thomas Ramos,2
1946,Eric Bond,1
1947,Leah Robinson,1
1948,Michael Adams,5
1949,Tammy Holt,1
1950,Carolyn Herrera,1
1951,Teresa Smith,3
1952,Michael Martinez,10
1953,Kelly Mccarthy,1
1954,Shawn Johnson,1
1955,Cameron Gentry,1
1956,Savannah Cook,1
1957,William Robinson,5
1958,Alice Moreno,1
1959,Charlotte Johnson,1
1960,Sherry Thompson,4
1961,Mary Lopez,3
1962,Derrick Cook,1
1963,Todd Davis,3
1964,Elizabeth Smith,8
1965,Teresa Noble,1
1966,Stacey Wilkins,1
1967,Kathleen Roberts,1
1968,Jeanne Ross,1
1969,William Cole,3
1970,Ashley Williams,7
1971,Justin Maldonado,1
1972,Jaime Lopez,1
1973,Rebecca Hoover,1
1974,Chelsea Sloan,1
1975,Richard Hodge,1
1976,Michael May,3
1977,Anthony Zimmerman,1
1978,Tina Kaiser,1
1979,Samuel Saunders,1
1980,Thomas Carson,1
1981,Julie Duarte,1
1982,Kelly Bailey,1
1983,Mr. Daniel Caldwell DDS,1
1984,Amanda Short,1
1985,Francisco Simmons,1
1986,Keith Clark,3
1987,Jessica Wilson,2
1988,Katelyn Sanders,1
1989,David Thomas,4
1990,Timothy Stewart,3
1991,Lisa Austin,1
1992,Thomas Sanchez,3
1993,April Ortiz,3
1994,Tanya Lane,1
1995,Kathy Thomas,1
1996,Dawn House,1
1997,Maria Schultz,1
1998,Kevin Clark,4
1999,Catherine Matthews,1
2000,Juan Ramos,1
2001,Jennifer Webb,2
2002,Dean Sanders,1
2003,Gregory Clark,2
2004,Karen Barnes,2
2005,Robert Lopez,5
2006,Jose Parks,1
2007,Amanda Bowen,1
2008,Shane Travis,1
2009,James Holland,2
2010,Sandra White,2
2011,Tonya Robinson,2
2012,Steven May,1
2013,Natalie Stephens MD,1
2014,David Carter,1
2015,Devin Johnson,1
2016,Cindy Cabrera,1
2017,Gabrielle Kirby,1
2018,Kylie Montgomery,1
2019,Michelle Murphy,5
2020,Kimberly White,1
2021,Charles Swanson,1
2022,Kristi Hart,1
2023,Heather Blake,1
2024,Douglas Aguirre,1
2025,Claire Roberts,1
2026,Diane Osborne,1
2027,Catherine Lopez,1
2028,Kathy Mills,1
2029,Dylan Conner,1
2030,Lynn Walker,1
2031,Dean Robinson,1
2032,James Hodges,1
2033,Stacey Kelley,1
2034,Jacob Thompson,2
2035,Paige Palmer,1
2036,Carla Hill,1
2037,Kendra Nelson,2
2038,Jamie Myers,1
2039,Zachary Wong,2
2040,Sean Reese,1
2041,Brandon White,2
2042,William Gibson,1
2043,Bruce Campbell,1
2044,Sheila Carrillo,1
2045,Sean Hicks,1
2046,Christopher Brown,6
2047,David Medina,1
2048,Glen Mclean,1
2049,Derek Perkins,1
2050,Kimberly Hodges,1
2051,Matthew Buchanan,1
2052,Mallory Diaz,1
2053,Jenna Hanna,1
2054,Ronald Orozco,1
2055,Nicole Rush,1
2056,Trevor Martin,1
2057,Vanessa Marshall,1
2058,Randy Morris,1
2059,Carol Baker,2
2060,Jason Jones,6
2061,John Spence,1
2062,Kathleen Combs,1
2063,Megan Gomez,2
2064,Dr. Gregory Burke,1
2065,Kelli Jackson,1
2066,Luis Morgan,1
2067,Andrew Taylor,4
2068,Johnny Larson,2
2069,Haley Wilson,2
2070,William Santiago,2
2071,Shannon Cook,1
2072,Victoria Hill,2
2073,Martin Smith,4
2074,Karen Ramsey,1
2075,Hannah Brown,2
2076,Debbie Collier,1
2077,Sandra Singh,1
2078,Samantha Green,2
2079,Janet Harris,1
2080,Teresa Rodriguez,3
2081,Gregory Perry,2
2082,Taylor Lopez,1
2083,Jamie Harris,1
2084,Kimberly Cisneros,1
2085,Victor Lopez,1
2086,Andrea Kirk,1
2087,Elizabeth Davis,2
2088,Matthew Myers,2
2089,Michelle Arnold,1
2090,Natalie Burnett,1
2091,John Paul,1
2092,Amanda Pena,1
2093,Erica Bishop,1
2094,Patrick Hardy,2
2095,Lisa Walker,3
2096,Mario Merritt,1
2097,Sarah Bradley,1
2098,William Gonzales,1
2099,Gregory Hooper,1
2100,Aaron Estrada,1
2101,Mariah Austin,1
2102,Alyssa Harrington,1
2103,Eric Barr,1
2104,Brendan Harris,1
2105,Lisa Miranda,1
2106,Justin Wilson,4
2107,Brittany Henderson,1
2108,Caitlin Hanna,1
2109,Christian Schmidt,1
2110,Amanda Austin,1
2111,Alexander Anderson,2
2112,Aaron Perez,1
2113,Bradley Best,1
2114,Jennifer Estrada,2
2115,Melissa Carter,4
2116,Sandy Clark,1
2117,Brittany Chang,1
2118,Jaime Miller,1
2119,Angela Robinson,2
2120,Jacob Morgan,2
2121,Darren Hawkins,1
2122,David Andrews,1
2123,Suzanne Williams,2
2124,Terry Miller,2
2125,Julia Nguyen,1
2126,Carrie Price,1
2127,Carolyn Franklin,1
2128,Sophia White,1
2129,Shannon Baker,1
2130,Sean Hill,1
2131,Timothy Baldwin,1
2132,Jesse Snyder,1
2133,Susan Adkins,1
2134,Jonathan Benton,1
2135,Terry Hobbs,1
2136,Gregory Allen,3
2137,Kyle Cervantes,1
2138,Ashley Garcia,3
2139,Amy Livingston,1
2140,Charles Barrett,1
2141,William Duncan,1
2142,April Johnson,3
2143,Brenda Nichols,1
2144,Kevin Myers,2
2145,Brittany Black,1
2146,Christopher Mitchell,3
2147,Richard Gardner,2
2148,Becky Li,1
2149,Richard Soto,1
2150,Kristin Cooper,1
2151,Edwin Horn,1
2152,Amy Bray,1
2153,Mark Obrien,1
